"reason","phone","row_number","governorate","language","raw_preview"
"invalid_or_missing_phone",,"1043","Babil","kurdish","IQ060872 OpenStreetMap اسواق‌الکرار Hl0042 Kurdish/Sorani اسواق‌الکرار Hl0042   Babil بابل بابڵ Babil Retail & Shopping shop photo Private sector / economically relevant Private commercial    NO missing      0 Babil   32.453493 44.429172 https://www."
"invalid_or_missing_phone",,"1044","Babil","kurdish","IQ060871 OpenStreetMap اقمشه علاء ابو عبدالله Arabic-script unknown   Alaa Abu Abdullah Fabrics Babil بابل بابڵ Babil Retail & Shopping shop clothes Private sector / economically relevant Private commercial    NO missing      0 Babil   32.453124 44.4"
"invalid_or_missing_phone",,"1045","Babil","kurdish","IQ060893 OpenStreetMap الاتقان للحلول البرمجية Arabic-script unknown   Alaitqan of Software Solutions Babil بابل بابڵ Babil Retail & Shopping shop electronics Private sector / economically relevant Private commercial    NO scientific_notation_damaged"
"invalid_or_missing_phone",,"1046","Babil","kurdish","IQ061139 OpenStreetMap الانوار Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop department_store Private sector / economically relevant Private commercial    NO missing      0 Babil   32.484494 44.425758 https://www.google.com/ma"
"invalid_or_missing_phone",,"1047","Babil","kurdish","IQ060859 OpenStreetMap البان سيد كامل Arabic-script unknown   Said Kamel Dairy Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO missing      0 Babil   32.444432 44.427627 https:/"
"invalid_or_missing_phone",,"1048","Babil","kurdish","IQ061214 OpenStreetMap التاج للموبايل Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop mobile_phone Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12     0 شارع المكتبات, Babil ش"
"invalid_or_missing_phone",,"1049","Babil","kurdish","IQ061026 OpenStreetMap الجواهر مول Arabic الجواهر مول   Babil بابل بابڵ Babil Retail & Shopping shop convenience Private sector / economically relevant Private commercial    NO missing      0 Babil   32.473861 44.425365 https://www.google.com/maps?q="
"invalid_or_missing_phone",,"1050","Babil","kurdish","IQ061182 OpenStreetMap الحسن للتسوق المنزلي Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12     0 Babil  Mo-Su 08:3"
"invalid_or_missing_phone",,"1051","Babil","kurdish","IQ061124 OpenStreetMap الحسني هوم سنتر فرع الحلة Arabic-script unknown   Alhasani Home Center Hilla Branch Babil بابل بابڵ Babil Retail & Shopping shop furniture Private sector / economically relevant Private commercial    NO missing      0 Babil   3"
"invalid_or_missing_phone",,"1052","Babil","kurdish","IQ061346 OpenStreetMap الخياطة النسائية Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop tailor Private sector / economically relevant Private commercial    NO missing      0 Babil   32.501984 44.429921 https://www.google.com/map"
"invalid_or_missing_phone",,"1053","Babil","kurdish","IQ061015 OpenStreetMap الروضتين للكهربائيات Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop hardware Private sector / economically relevant Private commercial    NO missing      0 Babil   32.476744 44.409471 https://www.google.c"
"invalid_or_missing_phone",,"1054","Babil","kurdish","IQ061326 OpenStreetMap الزيتون للتسوق المنزلي Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop mall Private sector / economically relevant Private commercial    NO missing      0 Babil   32.497748 44.424115 https://www.google.com"
"invalid_or_missing_phone",,"1055","Babil","kurdish","IQ061018 OpenStreetMap السرور Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop mall Private sector / economically relevant Private commercial    NO missing      0 Babil  Mo-Su 10:00-22:00 32.480283 44.419085 https://www.google.co"
"invalid_or_missing_phone",,"1057","Babil","kurdish","IQ061229 OpenStreetMap الشريعة Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop florist Private sector / economically relevant Private commercial    NO missing      0 Babil   32.479676 44.440578 https://www.google.com/maps?q=32.4"
"invalid_or_missing_phone",,"1058","Babil","kurdish","IQ061183 OpenStreetMap الشمري للاكسسوارات والاستنساخ Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop mobile_phone Private sector / economically relevant Private commercial    NO missing      0 Babil   32.495787 44.42646 https://"
"invalid_or_missing_phone",,"1059","Babil","kurdish","IQ061460 OpenStreetMap الشمس للالكترونيات والالعاب Arabic الشمس للالكترونيات والالعاب   Babil بابل بابڵ Babil Retail & Shopping shop electronics Private sector / economically relevant Private commercial    NO missing      0 Babil   32.399 44.667501 h"
"invalid_or_missing_phone",,"1060","Babil","kurdish","IQ061245 OpenStreetMap الصوب الصغير الشريعه Arabic الصوب الصغير الشريعه  Small Sharia Greenhouse Babil بابل بابڵ Babil Retail & Shopping shop garden_centre Private sector / economically relevant Private commercial    NO missing      0 Babil   32.4831"
"invalid_or_missing_phone",,"1061","Babil","kurdish","IQ061166 OpenStreetMap الطائي للاتصالات Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop electronics Private sector / economically relevant Private commercial    NO missing      0 Babil   32.488962 44.429984 https://www.google.co"
"invalid_or_missing_phone",,"1062","Babil","kurdish","IQ061334 OpenStreetMap العاصمة للمرمر والكرانيت 2 Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop tiles Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.64771E+12 | 9.64781E+12   http"
"invalid_or_missing_phone",,"1063","Babil","kurdish","IQ061171 OpenStreetMap العالمية للحاسبات Arabic-script unknown   Al-Alami Car Services Babil بابل بابڵ Babil Retail & Shopping shop computer Private sector / economically relevant Private commercial    NO missing      0 Babil   32.489142 44.43163 htt"
"invalid_or_missing_phone",,"1064","Babil","kurdish","IQ061165 OpenStreetMap العربية فون Arabic-script unknown    Babil بابل بابڵ الحلة Retail & Shopping shop mobile_phone Private sector / economically relevant Private commercial    NO missing      0 الحلة   32.48695 44.426952 https://www.google.com/map"
"invalid_or_missing_phone",,"1065","Babil","kurdish","IQ060699 OpenStreetMap القرية مول Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop mall Private sector / economically relevant Private commercial    NO missing      0 Babil   32.46905 44.402799 https://www.google.com/maps?q=32.46"
"invalid_or_missing_phone",,"1066","Babil","kurdish","IQ061082 OpenStreetMap القنصل مول Arabic-script unknown   Al-Counsol mall Babil بابل بابڵ Babil Retail & Shopping shop clothes Private sector / economically relevant Private commercial    NO missing      0 Babil   32.477683 44.425134 https://www.goog"
"invalid_or_missing_phone",,"1067","Babil","kurdish","IQ061140 OpenStreetMap الكترونيات بابل Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop electronics Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12 https://m.facebook.com/profi"
"invalid_or_missing_phone",,"1068","Babil","kurdish","IQ060711 OpenStreetMap الكهربائي عباس السركال Arabic-script unknown   Al-Raisi Garage Babil بابل بابڵ Babil Retail & Shopping shop electronics Private sector / economically relevant Private commercial    NO missing      0 Babil   32.443251 44.418721 "
"invalid_or_missing_phone",,"1069","Babil","kurdish","IQ061235 OpenStreetMap الكهربائي نبيل الجبوري Arabic-script unknown   Unified Garage Babil بابل بابڵ Babil Retail & Shopping shop electronics Private sector / economically relevant Private commercial    NO missing      0 Babil   32.479649 44.454773 h"
"invalid_or_missing_phone",,"1070","Babil","kurdish","IQ061352 OpenStreetMap اللؤلؤة للمطابخ والاثاث Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop kitchen Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.64781E+12 | 9.64782E+12  mohamm"
"invalid_or_missing_phone",,"1071","Babil","kurdish","IQ060944 OpenStreetMap الماس للصناعات الالكترونية Arabic-script unknown   Almas company for electronic industries Babil بابل بابڵ Babil Retail & Shopping shop electronics Private sector / economically relevant Private commercial    NO scientific_nota"
"invalid_or_missing_phone",,"1072","Babil","kurdish","IQ060908 OpenStreetMap المبرمج علي محمد Arabic-script unknown   Al-Kahrabai Abbas Al-Sarkal Babil بابل بابڵ Babil Retail & Shopping shop computer Private sector / economically relevant Private commercial    NO missing      0 Babil   32.458503 44.4268"
"invalid_or_missing_phone",,"1073","Babil","kurdish","IQ061177 OpenStreetMap المستقبل لتجارة قطع غيار الهواتف النقاله Arabic-script unknown   Al-Mustaqbal for Mobile Spare Parts Trade Babil بابل بابڵ Babil Retail & Shopping shop mobile_phone Private sector / economically relevant Private commercial    N"
"invalid_or_missing_phone",,"1074","Babil","kurdish","IQ060891 OpenStreetMap المستقبل لكامرات المراقبه Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop electronics Private sector / economically relevant Private commercial    NO missing      0 شارع الجمعية, Babil شارع الجمعية Mo-Su 1"
"invalid_or_missing_phone",,"1075","Babil","kurdish","IQ060838 OpenStreetMap المشرق لبدلات العمل Arabic-script unknown   AL MASHRIQ Babil بابل بابڵ Babil Retail & Shopping shop clothes Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12 https://www.facebo"
"invalid_or_missing_phone",,"1076","Babil","kurdish","IQ061149 OpenStreetMap المكتبة المركزية Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop books Private sector / economically relevant Private commercial    NO missing      0 شارع التربية, Babil شارع التربية Su-Th 08:00-14:30 32.4"
"invalid_or_missing_phone",,"1077","Babil","kurdish","IQ061316 OpenStreetMap المهندس التقني Arabic-script unknown    Babil بابل بابڵ الحلة Retail & Shopping shop electronics Private sector / economically relevant Private commercial    NO missing      0 الحلة   32.506668 44.417228 https://www.google.com/"
"invalid_or_missing_phone",,"1078","Babil","kurdish","IQ061315 OpenStreetMap المهندس للاجهزة الكهربائية Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop electronics Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12     0 Babil  Mo-F"
"invalid_or_missing_phone",,"1079","Babil","kurdish","IQ061042 OpenStreetMap الهاتف الذهبي Arabic-script unknown    Babil بابل بابڵ الحلة Retail & Shopping shop mobile_phone Private sector / economically relevant Private commercial    NO missing      0 الحلة   32.472665 44.421966 https://www.google.com/"
"invalid_or_missing_phone",,"1080","Babil","kurdish","IQ061005 OpenStreetMap الوردة للتسوق المنزلي Arabic-script unknown   Al-Warda Home Shopping Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO missing      0 Babil   32.473349 44.4"
"invalid_or_missing_phone",,"1081","Babil","kurdish","IQ061193 OpenStreetMap امباير كيمز Arabic-script unknown   Emplre Game S Babil بابل بابڵ Babil Retail & Shopping shop video_games Private sector / economically relevant Private commercial    NO missing  https://www.instagram.com/empire__games/    1 B"
"invalid_or_missing_phone",,"1082","Babil","kurdish","IQ061477 OpenStreetMap امير سمير Arabic امير سمير   Babil بابل بابڵ Babil Retail & Shopping shop sports Private sector / economically relevant Private commercial    NO missing      0 Babil   32.48055 44.479208 https://www.google.com/maps?q=32.4805500"
"invalid_or_missing_phone",,"1083","Babil","kurdish","IQ060590 OpenStreetMap انشائية لؤي Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop hardware Private sector / economically relevant Private commercial    NO missing      0 Babil   32.441419 44.402395 https://www.google.com/maps?q"
"invalid_or_missing_phone",,"1084","Babil","kurdish","IQ060686 OpenStreetMap انشائيه سلام المطيري للمواد الصحيه والكهربائيه Arabic-script unknown  salam almutare salam almutare Babil بابل بابڵ Babil Retail & Shopping shop hardware Private sector / economically relevant Private commercial    NO missing  "
"invalid_or_missing_phone",,"1085","Babil","kurdish","IQ061134 OpenStreetMap اي حاجه بألف Arabic-script unknown   every thing in one thousand dinar Babil بابل بابڵ Babil Retail & Shopping shop gift Private sector / economically relevant Private commercial    NO missing      0 شارع ٤٠, Babil شارع ٤٠  32."
"invalid_or_missing_phone",,"1086","Babil","kurdish","IQ061010 OpenStreetMap ايآ صوفيا للاثاث Arabic ايآ صوفيا للاثاث  Ayasofya Furniture Babil بابل بابڵ Babil Retail & Shopping shop furniture Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.64E+13  ayasofy"
"invalid_or_missing_phone",,"1087","Babil","kurdish","IQ061458 OpenStreetMap بابل علي Arabic بابل علي   Babil بابل بابڵ Babil Retail & Shopping shop sports Private sector / economically relevant Private commercial    NO missing      0 شارع المنتزه, Babil شارع المنتزه  32.401103 44.665753 https://www.goo"
"invalid_or_missing_phone",,"1088","Babil","kurdish","IQ061319 OpenStreetMap بابل فيب Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop variety_store Private sector / economically relevant Private commercial    NO missing      0 Babil   32.496343 44.420621 https://www.google.com/maps"
"invalid_or_missing_phone",,"1089","Babil","kurdish","IQ061004 OpenStreetMap بازار للتسوق المنزلي Arabic-script unknown   Bazar for Home Shopping Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO missing      0 Babil   32.475803 44.4"
"invalid_or_missing_phone",,"1090","Babil","kurdish","IQ060915 OpenStreetMap بركات الحسين Arabic-script unknown   Barakat Al-Hussain Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO missing      0 Babil   32.460609 44.42729 https://"
"invalid_or_missing_phone",,"1091","Babil","kurdish","IQ061304 OpenStreetMap بريق الضياء للادوات الاحتياطية Arabic-script unknown   Bariq Al-Diya Spare Parts Babil بابل بابڵ Babil Retail & Shopping shop electronics Private sector / economically relevant Private commercial    NO missing      0 Babil   32"
"invalid_or_missing_phone",,"1092","Baghdad","kurdish","IQ061170 OpenStreetMap بغداد للحاسبات pc Mixed   Baghdad Computers PC Babil بابل بابڵ Babil Retail & Shopping shop computer Private sector / economically relevant Private commercial    NO missing      0 Babil   32.48902 44.431498 https://www.google.c"
"invalid_or_missing_phone",,"1093","Babil","kurdish","IQ060688 OpenStreetMap بقاله حمزه الجبوري لبيع الفواكه والخضراوات Arabic-script unknown   Hamza Al-Jubouri Fruits and Vegetables Grocery Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercia"
"invalid_or_missing_phone",,"1094","Babil","kurdish","IQ061254 OpenStreetMap بقالية الزعيم Arabic-script unknown   Al-Zaim Grocery Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO missing      0 Babil   32.492815 44.445258 https://w"
"invalid_or_missing_phone",,"1095","Babil","kurdish","IQ061272 OpenStreetMap بقالية فواكة وخضروات البشير Arabic-script unknown   Al-Bashir Fruits and Vegetables Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO missing      0 Babil  "
"invalid_or_missing_phone",,"1096","Babil","kurdish","IQ061284 OpenStreetMap بقالية محمد الشمري للفواكة والخضراوات Arabic-script unknown   Mohammed Al-Shammari Fruits and Vegetables Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO m"
"invalid_or_missing_phone",,"1097","Babil","kurdish","IQ061368 OpenStreetMap بقالية و مخضرات شارع ٢٥ Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop convenience Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12     0 Babil  Mo-Su 0"
"invalid_or_missing_phone",,"1098","Babil","kurdish","IQ061396 OpenStreetMap بلياردو المرسى Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop video_games Private sector / economically relevant Private commercial    NO missing      0 Babil   32.502929 44.436482 https://www.google.com/"
"invalid_or_missing_phone",,"1099","Babil","kurdish","IQ061037 OpenStreetMap بيت العطر شارع الجمعية مجمع القاهرة Arabic-script unknown بيت العطر الجمعية شارع الجمعية مجمع القاهرة   Babil بابل بابڵ Babil Retail & Shopping shop gift Private sector / economically relevant Private commercial    NO missing  "
"invalid_or_missing_phone",,"1100","Babil","kurdish","IQ061192 OpenStreetMap بيتي مول للتسوق Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop general Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12   https://www.facebook.com/profi"
"invalid_or_missing_phone",,"1101","Babil","kurdish","IQ060997 OpenStreetMap تبارك للزي الشرعي English/Latin   تبارك للزي الشرعي Babil بابل بابڵ Babil Retail & Shopping shop clothes Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12     0 Babil  Mo-Su 10"
"invalid_or_missing_phone",,"1102","Babil","kurdish","IQ061473 OpenStreetMap تسوق المواد الغذائية بإداره محمد شعبان Arabic-script unknown   Grocery Shopping Managed by Muhammad Shaban Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO"
"invalid_or_missing_phone",,"1103","Babil","kurdish","IQ060903 OpenStreetMap جاسم ابو الفلافل Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop outdoor Private sector / economically relevant Private commercial    NO missing      0 Babil   32.457036 44.425375 https://www.google.com/ma"
"invalid_or_missing_phone",,"1104","Babil","kurdish","IQ061123 OpenStreetMap حاجيات الخال Arabic-script unknown   Hajeat alkhal Babil بابل بابڵ Babil Retail & Shopping shop department_store Private sector / economically relevant Private commercial    NO missing      0 شارع المطبات, Babil شارع المطبات  3"
"invalid_or_missing_phone",,"1105","Babil","kurdish","IQ061503 OpenStreetMap حجز تذاكر محطة قطار الحلة Arabic حجز تذاكر محطة قطار الحلة  Book tickets to Hilla train station Babil بابل بابڵ Babil Retail & Shopping shop ticket Private sector / economically relevant Private commercial    NO missing      0 "
"invalid_or_missing_phone",,"1106","Babil","kurdish","IQ060839 OpenStreetMap حجي زيد Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop department_store Private sector / economically relevant Private commercial    NO missing      0 Babil   32.45604 44.411107 https://www.google.com/map"
"invalid_or_missing_phone",,"1107","Babil","kurdish","IQ060882 OpenStreetMap حجي سعيد Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop department_store Private sector / economically relevant Private commercial    NO missing      0 Babil   32.458457 44.411015 https://www.google.com/m"
"invalid_or_missing_phone",,"1109","Baghdad","kurdish","IQ061153 OpenStreetMap حسين البغدادي / مكتب النبأ الكابون والألمنيوم Arabic-script unknown حسين البغدادي / مكتب النبأ للمكابون والألمنيوم   Babil بابل بابڵ Babil Retail & Shopping shop variety_store Private sector / economically relevant Private comm"
"invalid_or_missing_phone",,"1110","Baghdad","kurdish","IQ061156 OpenStreetMap حسين البغدادي / مكتب النبأ المكان الجديد Arabic-script unknown  حسين البغدادي مكتب النبأ Babil بابل بابڵ Babil Retail & Shopping shop variety_store Private sector / economically relevant Private commercial    NO scientific_nota"
"invalid_or_missing_phone",,"1111","Baghdad","kurdish","IQ061154 OpenStreetMap حسين البغدادي / مكتب النبأ للكابون والالمنيوم Arabic-script unknown  حسين البغدادي / مكتب النبأ للكابون حسين البغدادي / مكتب النبأ للالمنيوم Babil بابل بابڵ Babil Retail & Shopping shop variety_store Private sector / economical"
"invalid_or_missing_phone",,"1112","Babil","kurdish","IQ061466 OpenStreetMap حسين لؤي السعيدي. Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop sports Private sector / economically relevant Private commercial    NO missing      0 Babil   32.427624 44.483786 https://www.google.com/ma"
"invalid_or_missing_phone",,"1114","Babil","kurdish","IQ061227 OpenStreetMap حيدر للحاسبات والانترنت Arabic حيدر للحاسبات والانترنت   Babil بابل بابڵ Babil Retail & Shopping shop hardware Private sector / economically relevant Private commercial    NO missing   hidarmm9@gmail.com   1 شارع الثيلة, Babil "
"invalid_or_missing_phone",,"1115","Babil","kurdish","IQ061385 OpenStreetMap خباز Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop farm Private sector / economically relevant Private commercial    NO missing  http://arw.com    1 جسر بتة, Babil جسر بتة  32.513945 44.431383 https://ww"
"invalid_or_missing_phone",,"1116","Babil","kurdish","IQ060656 OpenStreetMap خدمات انترنت سید قاسم Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop electronics Private sector / economically relevant Private commercial    NO missing      0 Babil   32.448001 44.405217 https://www.goog"
"invalid_or_missing_phone",,"1117","Babil","kurdish","IQ061058 OpenStreetMap خضر كرويتة Arabic-script unknown   Khidr Karwita Babil بابل بابڵ Babil Retail & Shopping shop furniture Private sector / economically relevant Private commercial    NO missing      0 Babil   32.472788 44.428948 https://www.goog"
"invalid_or_missing_phone",,"1118","Babil","kurdish","IQ061350 OpenStreetMap دار السلام Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop electronics Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12     0 Babil   32.503175 44.424007"
"invalid_or_missing_phone",,"1120","Babil","kurdish","IQ061302 OpenStreetMap داستي Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop dry_cleaning Private sector / economically relevant Private commercial    NO missing      0 Babil   32.500189 44.418718 https://www.google.com/maps?q=3"
"invalid_or_missing_phone",,"1121","Babil","kurdish","IQ061072 OpenStreetMap دجلة للتقسيط Arabic دجلة للتقسيط  dijla store Babil بابل بابڵ Babil Retail & Shopping shop electronics Private sector / economically relevant Private commercial    NO missing      0 Babil   32.480033 44.421166 https://www.googl"
"invalid_or_missing_phone",,"1122","Babil","kurdish","IQ060923 OpenStreetMap درة للتسوق المنزلي Arabic-script unknown   Durra Home Shopping Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO missing      0 Babil   32.466946 44.424329 "
"invalid_or_missing_phone",,"1123","Babil","kurdish","IQ061001 OpenStreetMap دكان الماركات Arabic-script unknown  دكان ماركات Brand market Babil بابل بابڵ Babil Retail & Shopping shop clothes Private sector / economically relevant Private commercial  9.64782E+12 9.64782E+12 YES valid_iraqi_mobile ٧٨٢٢٧٤"
"invalid_or_missing_phone",,"1124","Babil","kurdish","IQ061043 OpenStreetMap رويال فون Arabic-script unknown    Babil بابل بابڵ الحلة Retail & Shopping shop mobile_phone Private sector / economically relevant Private commercial    NO missing      0 الحلة   32.4739 44.426216 https://www.google.com/maps?q"
"invalid_or_missing_phone",,"1125","Babil","kurdish","IQ061148 OpenStreetMap ريحانة Kurdish/Sorani ريحانة ريحانة ريحانة Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12     0 شارع 40, Babil شارع "
"invalid_or_missing_phone",,"1126","Babil","kurdish","IQ060968 OpenStreetMap زاد الخير - أبو حارث Arabic-script unknown   Zad al-khair Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO missing      0 Babil   32.483824 44.405901 https"
"invalid_or_missing_phone",,"1127","Babil","kurdish","IQ060974 OpenStreetMap سايلو الحله 2كيلو عن علوية Arabic سايلو الحله 2كيلو عن علوية   Babil بابل بابڵ Babil Retail & Shopping shop convenience Private sector / economically relevant Private commercial    NO missing      0 Babil   32.51911 44.376284 h"
"invalid_or_missing_phone",,"1128","Babil","kurdish","IQ061479 OpenStreetMap سبورت Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop sports Private sector / economically relevant Private commercial    NO missing      0 Babil   32.493344 44.460499 https://www.google.com/maps?q=32.4933"
"invalid_or_missing_phone",,"1129","Babil","kurdish","IQ061052 OpenStreetMap ستوديو أهلنا Arabic-script unknown    Babil بابل بابڵ الحلة Retail & Shopping shop photo Private sector / economically relevant Private commercial    NO missing    https://ar-ar.facebook.com/studio.ahalna/  1 الحلة   32.470222 "
"invalid_or_missing_phone",,"1130","Babil","kurdish","IQ061130 OpenStreetMap سكايبي Arabic سكايبي  Skype Babil بابل بابڵ Babil Retail & Shopping shop mobile_phone Private sector / economically relevant Private commercial    NO missing      0 شارع 40, Babil شارع 40 Mo-Su 10:00-13:00, 16:00-23:00 32.48376"
"invalid_or_missing_phone",,"1131","Babil","kurdish","IQ060956 OpenStreetMap سكلة الكرار Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop hardware Private sector / economically relevant Private commercial    NO missing      0 Babil   32.4863 44.389057 https://www.google.com/maps?q=3"
"invalid_or_missing_phone",,"1132","Babil","kurdish","IQ060918 OpenStreetMap سلام العبدلي Kurdish/Sorani عيون بابل لكاميرات المراقبه سلام العبدلي Eyes of Babylon surveillance cameras Babil بابل بابڵ Babil Retail & Shopping shop computer Private sector / economically relevant Private commercial    NO sci"
"invalid_or_missing_phone",,"1133","Babil","kurdish","IQ061242 OpenStreetMap سلام فرفوري Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop variety_store Private sector / economically relevant Private commercial    NO missing      0 Babil   32.483711 44.437942 https://www.google.com/m"
"invalid_or_missing_phone",,"1134","Babil","kurdish","IQ060547 OpenStreetMap سنتر ابو حيدر Arabic-script unknown   Abu Haider Center Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO missing      0 Babil   32.438788 44.394009 https:/"
"invalid_or_missing_phone",,"1135","Babil","kurdish","IQ061298 OpenStreetMap سنتر الأسعار Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO missing      0 Babil   32.499611 44.41428 https://www.google.com/map"
"invalid_or_missing_phone",,"1136","Babil","kurdish","IQ061041 OpenStreetMap سنتر الاسعار للتسوق المنزلي Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO missing      0 Babil  Mo-Su 08:00-03:00 32.473315 44."
"invalid_or_missing_phone",,"1137","Babil","kurdish","IQ061280 OpenStreetMap سنتر الاسعار ٢ Arabic-script unknown   Price centre Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO missing      0 Babil   32.497666 44.413053 https://www"
"invalid_or_missing_phone",,"1138","Babil","kurdish","IQ061398 OpenStreetMap سنتر الكورنيش Arabic-script unknown    Babil بابل بابڵ الحلة Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO missing      0 شارع الكورنيش, الحلة شارع الكورنيش  32.503018 44.436"
"invalid_or_missing_phone",,"1139","Babil","kurdish","IQ061073 OpenStreetMap سنتر حيدر شعيلة لل اطفال Arabic سنتر حيدر شعيلة لل اطفال   Babil بابل بابڵ Babil Retail & Shopping shop convenience Private sector / economically relevant Private commercial    NO missing      0 Babil   32.481039 44.425927 http"
"invalid_or_missing_phone",,"1140","Babil","kurdish","IQ061461 OpenStreetMap سنتر ليلة زفاف Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop clothes Private sector / economically relevant Private commercial    NO missing      0 Babil  Mo-Su 09:00-21:00 32.402249 44.665569 https://ww"
"invalid_or_missing_phone",,"1141","Babil","kurdish","IQ061482 OpenStreetMap سنتر ماي بيبي Arabic-script unknown   My Baby Center Babil بابل بابڵ Babil Retail & Shopping shop clothes Private sector / economically relevant Private commercial    NO missing      0 Babil   32.493033 44.461228 https://www.go"
"invalid_or_missing_phone",,"1142","Babil","kurdish","IQ060833 OpenStreetMap سوبر ماركت Arabic-script unknown    Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO missing      0 Babil   32.451291 44.409295 https://www.google.com/maps"
"invalid_or_missing_phone",,"1144","Babil","kurdish","IQ061230 OpenStreetMap سوبر ماركت المومن Arabic-script unknown   Al-Moamen Supermarket Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO missing      0 Babil   32.478741 44.443339"
"invalid_or_missing_phone",,"1145","Babil","kurdish","IQ060910 OpenStreetMap سوبر ماركت علي Arabic-script unknown اسواق سوبر‌مازکت علي Hl0043   Babil بابل بابڵ Babil Retail & Shopping shop supermarket Private sector / economically relevant Private commercial    NO missing      0 Babil   32.461597 44.430"
