"external_id","name","name_ar","name_en","name_ku","phone_number","whatsapp","governorate","governorate_ar","category","subcategory","address","city","website","email","facebook","instagram","description","latitude","longitude","rating","source"
"IQ000262","الاكابر","الاكابر","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.300697","44.105496","","OpenStreetMap"
"IQ000274","ابن عباس","ابن عباس","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.304298","44.140553","","OpenStreetMap"
"IQ000275","الاحمد","الاحمد","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.321921","44.066244","","OpenStreetMap"
"IQ000276","المعامير","المعامير","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.316965","44.088081","","OpenStreetMap"
"IQ000290","الفيصل","الفيصل","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.307339","44.147201","","OpenStreetMap"
"IQ000292","الرحاب","الرحاب","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.303006","44.170211","","OpenStreetMap"
"IQ000302","الغسان","الغسان","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.305028","44.183491","","OpenStreetMap"
"IQ000322","مفتاح الخير","مفتاح الخير","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.305698","44.186586","","OpenStreetMap"
"IQ000323","الرحمن الرحيم","الرحمن الرحيم","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.305785","44.186159","","OpenStreetMap"
"IQ000325","جنة بغداد","جنة بغداد","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.305956","44.185991","","OpenStreetMap"
"IQ000326","بلاد الشام","بلاد الشام","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.305869","44.186243","","OpenStreetMap"
"IQ000327","بلال شاكر","بلال شاكر","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.305246","44.184721","","OpenStreetMap"
"IQ000352","الملكة","الملكة","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.315159","44.177581","","OpenStreetMap"
"IQ000354","وسام الذهبي","وسام الذهبي","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.309772","44.185478","","OpenStreetMap"
"IQ000358","سما الجامعة","سما الجامعة","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.347825","44.170249","","OpenStreetMap"
"IQ000361","مصطفى الامين 2","مصطفى الامين 2","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.313727","44.202067","","OpenStreetMap"
"IQ000362","طريق البراء","طريق البراء","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.31039","44.199717","","OpenStreetMap"
"IQ000370","ياسر العبيدي","ياسر العبيدي","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.316208","44.198549","","OpenStreetMap"
"IQ000371","شارع الزيتون","شارع الزيتون","","","","","Baghdad","بغداد","amenity","bureau_de_change","ابو غريب","ابو غريب","","","","","","33.316206","44.198575","","OpenStreetMap"
"IQ000386","دكتور محمد نجم التميمي","دكتور محمد نجم التميمي","","","","","Baghdad","بغداد","amenity","doctors","الدهله, Baghdad","Baghdad","","","","","","33.360908","44.239787","","OpenStreetMap"
"IQ000425","عطارية الكناني","عطارية الكناني","","","","","Baghdad","بغداد","amenity","pharmacy","Baghdad","Baghdad","","","","","","33.225268","44.337667","","OpenStreetMap"
"IQ000428","حنين الطيب","حنين الطيب","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.22654","44.336586","","OpenStreetMap"
"IQ000431","ثغر البصرة","ثغر البصرة","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.21744","44.34215","","OpenStreetMap"
"IQ000432","احمد الكعبي","احمد الكعبي","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.21801","44.342016","","OpenStreetMap"
"IQ000439","اضواء الشرطة","اضواء الشرطة","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.235035","44.313809","","OpenStreetMap"
"IQ000446","الصادق","الصادق","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.241096","44.314935","","OpenStreetMap"
"IQ000453","عيادة علي هوية للاسنان","عيادة علي هوية للاسنان","Dr.Ali Hawiya","","","","Baghdad","بغداد","amenity","dentist","الشرطة الرابعة, Baghdad","Baghdad","","","","","","33.242676","44.317858","","OpenStreetMap"
"IQ000456","عباس العربي","عباس العربي","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.239075","44.316279","","OpenStreetMap"
"IQ000457","العبادي","العبادي","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.239205","44.316147","","OpenStreetMap"
"IQ000458","التفاحة الذهبية","التفاحة الذهبية","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.237908","44.31889","","OpenStreetMap"
"IQ000459","يلو كارد","يلو كارد","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.237869","44.318537","","OpenStreetMap"
"IQ000460","حيدر فوزي","حيدر فوزي","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.239366","44.317026","","OpenStreetMap"
"IQ000461","محمد الصادق","محمد الصادق","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.239019","44.315871","","OpenStreetMap"
"IQ000462","مؤيد السلطان","مؤيد السلطان","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.240713","44.321428","","OpenStreetMap"
"IQ000479","معمل حداد ماجد","معمل حداد ماجد","Blacksmith Factory. Majid","","","","Baghdad","بغداد","amenity","library","شارع الشهداءو, Baghdad","Baghdad","","","","","","33.246035","44.304589","","OpenStreetMap"
"IQ000481","الماشان","الماشان","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.245525","44.304752","","OpenStreetMap"
"IQ000492","موفق الحسيني","موفق الحسيني","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.248603","44.313666","","OpenStreetMap"
"IQ000506","نور الضحى","نور الضحى","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.244766","44.318947","","OpenStreetMap"
"IQ000507","جنائن لارسا","جنائن لارسا","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.244217","44.318798","","OpenStreetMap"
"IQ000508","الصادق 2","الصادق 2","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.244457","44.318815","","OpenStreetMap"
"IQ000509","انمار المولى","انمار المولى","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.243702","44.318527","","OpenStreetMap"
"IQ000521","منفذ تشرين الشهداء","منفذ تشرين الشهداء","","","","","Baghdad","بغداد","amenity","bureau_de_change","Baghdad","Baghdad","","","","","","33.250288","44.31777","","OpenStreetMap"
"IQ000522","نسرين الشهداء","نسرين الشهداء","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.250187","44.317991","","OpenStreetMap"
"IQ000523","روعة فدك","روعة فدك","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.250546","44.318723","","OpenStreetMap"
"IQ000530","مثلجات باندا","","","","","","Baghdad","بغداد","amenity","ice_cream","حي الشباب, Baghdad","Baghdad","","","","","","33.232984","44.329941","","OpenStreetMap"
"IQ000540","صيدلية زينة الشفاء","صيدلية زينة الشفاء","zenat alshifaa pharmacy","","","","Baghdad","بغداد","amenity","pharmacy","شارع البداله, Baghdad","Baghdad","","","","","","33.235889","44.341438","","OpenStreetMap"
"IQ000543","مختبر البايولوجي","","biology lab","","","","Baghdad","بغداد","amenity","clinic","شارع البداله, Baghdad","Baghdad","","","","","","33.236561","44.339406","","OpenStreetMap"
"IQ000544","الرفيف","الرفيف","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.236442","44.339798","","OpenStreetMap"
"IQ000545","النرجس2","النرجس2","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.236361","44.341429","","OpenStreetMap"
"IQ000554","روضة وحضانة غندوره","","","","","","Baghdad","بغداد","amenity","kindergarten","Baghdad","Baghdad","","","","","","33.239821","44.329543","","OpenStreetMap"
"IQ000556","مطعم ززو","","zazo","","","","Baghdad","بغداد","amenity","fast_food","شارع البداله, Baghdad","Baghdad","","","","","","33.239928","44.334601","","OpenStreetMap"
"IQ000559","السهل الاخضر","السهل الاخضر","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.241837","44.331788","","OpenStreetMap"
"IQ000560","بريد الانتصار","بريد الانتصار","","","","","Baghdad","بغداد","amenity","bureau_de_change","بغداد","بغداد","","","","","","33.242488","44.33311","","OpenStreetMap"
