"external_id","name","name_ar","name_en","name_ku","phone_number","whatsapp","governorate","governorate_ar","category","subcategory","address","city","website","email","facebook","instagram","description","latitude","longitude","rating","source"
"IQ013462","اورنج للحقائب","اورنج للحقائب","orange bags","","","","Baghdad","بغداد","shop","jewelry","حي الداخلية, Baghdad","Baghdad","https://www.instagram.com/orange.bags","","","","","33.293072","44.334971","","OpenStreetMap"
"IQ013468","اسواق الصباح الغذائية","","","","","","Baghdad","بغداد","shop","supermarket","Baghdad","Baghdad","","","","","","33.293287","44.334713","","OpenStreetMap"
"IQ013470","مكتبة السرمد","","","","","","Baghdad","بغداد","shop","stationery","بغداد","بغداد","","","","","","33.293278","44.33475","","OpenStreetMap"
"IQ013519","#الهيبة","#الهيبة","al haiba","","","","Baghdad","بغداد","shop","hairdresser","ساحة قحطان, Baghdad","Baghdad","","","","","","33.290779","44.349558","","OpenStreetMap"
"IQ013520","كماليات المصطفى للسيارات","","","","","","Baghdad","بغداد","shop","car_repair","دخول القادسية, Baghdad","Baghdad","","","","","","33.290089","44.351339","","OpenStreetMap"
"IQ013527","الجزيرة للسكائر","","","","","","Baghdad","بغداد","shop","tobacco","بغداد","بغداد","","","","","","33.289639","44.348833","","OpenStreetMap"
"IQ013528","مكتبة يحيى (القلم سابقا)","","","","","","Baghdad","بغداد","shop","stationery","بغداد","بغداد","","","","","","33.295194","44.354611","","OpenStreetMap"
"IQ013533","دكتور آ للحاسبات والانترنت","","","","","","Baghdad","بغداد","shop","computer","606-4, القادسية","القادسية","","","","","صيانة حاسبات وانترنت والعاب بلي ستيشن","33.290983","44.351238","","OpenStreetMap"
"IQ013542","veron barbershop","","veron barbershop","","","","Baghdad","بغداد","shop","beauty","حي اليرموك, Baghdad","Baghdad","","","","","","33.297207","44.330717","","OpenStreetMap"
"IQ013545","قهوه وسيكار","","","","","","Baghdad","بغداد","shop","tobacco","بغداد","بغداد","","","","","","33.300667","44.333139","","OpenStreetMap"
"IQ013553","Juicy Time مرطبات و حلويات","Juicy Time مرطبات و حلويات","Juicy Time","","","","Baghdad","بغداد","shop","confectionery","Baghdad","Baghdad","","","","","","33.2972","44.3364","","OpenStreetMap"
"IQ013554","خدمات نبيل لصيانة السيارات","خدمات نبيل لصيانة السيارات","nabel for serves car centeral","خوردمكان سيارتي خدمة","","","Baghdad","بغداد","shop","car_repair","الأربع شوارع, Baghdad","Baghdad","","www.mohabmw2007@yahoo.com","","","","33.296849","44.335478","","OpenStreetMap"
"IQ013572","لقاء الاحبة","","","","","","Baghdad","بغداد","shop","car","الأربع شوارع, Baghdad","Baghdad","","","","","","33.303974","44.334567","","OpenStreetMap"
"IQ013587","Asiacell center","","","","","","Baghdad","بغداد","shop","mobile_phone","Baghdad","Baghdad","","","","","","33.305897","44.340469","","OpenStreetMap"
"IQ013598","مركز وصالون Lady Queen","","","","","","Baghdad","بغداد","shop","beauty","Baghdad","Baghdad","","","","","","33.304793","44.336623","","OpenStreetMap"
"IQ013601","مكتب طيران ناس السعودية","مكتب طيران ناس السعودية","FlyNas Airlines","","","","Baghdad","بغداد","shop","travel_agency","شارع الشيخ ضاري, Baghdad","Baghdad","","","","fly_alnas","","33.30487","44.34007","","OpenStreetMap"
"IQ013619","كازة للالبسة النسائية","كازة للالبسة النسائية","Kazee fashion","","","","Baghdad","بغداد","shop","clothes","شارع 14 رمضان, Baghdad","Baghdad","https://www.facebook.com/%D8%A7%D8%B2%D9%8A%D8%A7%D8%A1-%D9%83%D8%A7%D8%B2%D9%87-Kazee-fashion-1445622128829924/","","","","","33.305492","44.341668","","OpenStreetMap"
"IQ013632","بیوتی هاوس","بیوتی هاوس","","","","","Baghdad","بغداد","shop","perfumery","شارع الفروسية, بغداد","بغداد","","","","","","33.305816","44.345903","","OpenStreetMap"
"IQ013640","دكتور عزام زيدان","","Dr .azzam Aidan","","","","Baghdad","بغداد","shop","beauty","شارع الأميرات, Baghdad","Baghdad","","azzamzaidan@yahoo.com","","","","33.304255","44.352286","","OpenStreetMap"
"IQ013641","شركة أمبرو العراق","","Umbro iq","Firoşgehek kincan","","","Baghdad","بغداد","shop","clothes","شارع الاردن, Baghdad","Baghdad","http://Umbro.com","Umbro@alrfaah.com","","","","33.303079","44.352806","","OpenStreetMap"
"IQ013663","مكوى الراشد","","Alrashid laundary","","","","Baghdad","بغداد","shop","laundry","شارع الخضراء, Baghdad","Baghdad","","","","","","33.311093","44.295845","","OpenStreetMap"
"IQ013667","مكتبة ايفري دي Every Day","","","","","","Baghdad","بغداد","shop","stationery","بغداد","بغداد","","","","","","33.31425","44.296556","","OpenStreetMap"
"IQ013674","سوبر ماركت فراولة للتسوق المنزلي","سوبر ماركت فراولة للتسوق المنزلي","strawberry supermarket for home shopping","","","","Baghdad","بغداد","shop","supermarket","بغداد / حي الخضراء / الشارع العام/ مقابل مرطبات الافنان, Baghdad","Baghdad","http://www.facebook.com/155154871559009","janaalkadrah@gmail.com","","","","33.320264","44.296968","","OpenStreetMap"
"IQ013685","مركز فراري","مركز فراري","","","","","Baghdad","بغداد","shop","mobile_phone","النفلة, Baghdad","Baghdad","","","","","","33.333657","44.279313","","OpenStreetMap"
"IQ013686","مجمع النمور فرع الغزالية","","DN.NUMOOR","","","","Baghdad","بغداد","shop","clothes","شارع سوق النفلة, Baghdad","Baghdad","","","","","","33.334202","44.279683","","OpenStreetMap"
"IQ013689","مركز زين","","","","","","Baghdad","بغداد","shop","convenience","بغداد","بغداد","","","","","","33.331944","44.279139","","OpenStreetMap"
"IQ013690","اسواق جنة سارة","","","","","","Baghdad","بغداد","shop","convenience","بغداد","بغداد","","","","","","33.329528","44.277917","","OpenStreetMap"
"IQ013702","مخللات السراج","مخللات السراج","","","","","Baghdad","بغداد","shop","greengrocer","شارع الكفائات, Baghdad","Baghdad","","","","","","33.330776","44.289805","","OpenStreetMap"
"IQ013708","حلاقة زاهر","","Barber's zaher","","","","Baghdad","بغداد","shop","hairdresser","شارع مدير الامن, Baghdad","Baghdad","","haithemrbh@gamil.com","","","","33.339892","44.275846","","OpenStreetMap"
"IQ013717","تايكر للأدوات المنزلية","تايكر للأدوات المنزلية","","","","","Baghdad","بغداد","shop","gift","شارع البدالة, Baghdad","Baghdad","","","","","","33.345004","44.270582","","OpenStreetMap"
"IQ013719","معرض علوش","","","","","","Baghdad","بغداد","shop","gift","شارع البدالة, Baghdad","Baghdad","","","","","","33.343495","44.274358","","OpenStreetMap"
"IQ013720","معرض علوش للهدايا وكاسات المهر","","","","","","Baghdad","بغداد","shop","gift","شارع البدالة, Baghdad","Baghdad","","","","","","33.343486","44.274367","","OpenStreetMap"
"IQ013722","BABY BOSS","","","","","","Baghdad","بغداد","shop","clothes","شارع البدالة, Baghdad","Baghdad","http://babyboss100@gmail.com","babyboss100@gmail.com","","","","33.344845","44.275227","","OpenStreetMap"
"IQ013733","حلاقة الاكابر","حلاقة الاكابر","","","","","Baghdad","بغداد","shop","hairdresser","Baghdad","Baghdad","","","","","","33.351506","44.273649","","OpenStreetMap"
"IQ013734","مكتب تويتر لخدمات الانترنت","مكتب تويتر لخدمات الانترنت","twitter internet office","","","","Baghdad","بغداد","shop","computer","شارع المركز, Baghdad","Baghdad","","","","","","33.35382","44.272815","","OpenStreetMap"
"IQ013735","ماركت تركواز","","","","","","Baghdad","بغداد","shop","convenience","بغداد","بغداد","","","","","","33.349306","44.274222","","OpenStreetMap"
"IQ013745","حلاقة عبد العظيم","حلاقة عبد العظيم","","","","","Baghdad","بغداد","shop","hairdresser","Baghdad","Baghdad","","","","","","33.355439","44.269577","","OpenStreetMap"
"IQ013748","ورشة الاسراء كهربائيات السيارات","","Al Asraa workshop","","","","Baghdad","بغداد","shop","car_parts","Baghdad","Baghdad","","","","","","33.356343","44.275878","","OpenStreetMap"
"IQ013756","الخالدي مول","","","","","","Baghdad","بغداد","shop","confectionery","شارع مدير الامن, Baghdad","Baghdad","","","","","","33.337528","44.27669","","OpenStreetMap"
"IQ013765","مركز الداوودي للعنايه بلسيارات","","","","","","Baghdad","بغداد","shop","car_repair","Baghdad","Baghdad","","","","","","33.345263","44.281131","","OpenStreetMap"
"IQ013769","ماركت درهم","","","","","","Baghdad","بغداد","shop","convenience","بغداد","بغداد","","","","","","33.343861","44.280861","","OpenStreetMap"
"IQ013784","محل حلاقة","","Barber shop","سه‌رتشخانه","","","Baghdad","بغداد","shop","beauty","شارع ٢٠, Baghdad","Baghdad","","","","","","33.350541","44.29657","","OpenStreetMap"
"IQ013796","محمد الحلاق","","","","","","Baghdad","بغداد","shop","hairdresser","شارع المصرف, Baghdad","Baghdad","http://ppoorcomet@gmail.com","ppoorcomet@yahoo.com","","","","33.314612","44.312172","","OpenStreetMap"
"IQ013800","الورشة الفنية","","","","","","Baghdad","بغداد","shop","car_repair","Baghdad","Baghdad","","","","","","33.316538","44.304032","","OpenStreetMap"
"IQ013817","البركة للتسوق المنزلي","البركة للتسوق المنزلي","El Barka market","","","","Baghdad","بغداد","shop","supermarket","shurta street, Baghdad","Baghdad","","basharalhadithy@yahoo.com","","","","33.312568","44.318262","","OpenStreetMap"
"IQ013825","مطعم ومشويات دريد زنبور","مطعم ومشويات دريد زنبور","","","","","Baghdad","بغداد","shop","butcher","شارع الربيع, Baghdad","Baghdad","","","","","","33.308927","44.323542","","OpenStreetMap"
"IQ013830","مطبعة البحر","","","","","","Baghdad","بغداد","shop","photo","نفق الشرطة, Baghdad","Baghdad","","aliissa199321@gmail.com","","","","33.311396","44.324229","","OpenStreetMap"
"IQ013843","معرض النيزك للانارة","","Nextlight for neon","","","","Baghdad","بغداد","shop","electronics","Baghdad","Baghdad","","","","","","33.309923","44.324047","","OpenStreetMap"
"IQ013857","I.T Group للحاسبات والانترنت","","","","","","Baghdad","بغداد","shop","computer","شارع ٦٦, بغداد","بغداد","","","https://www.facebook.com/IT-GROUP-643573005994827/","","","33.317659","44.318018","","OpenStreetMap"
"IQ013874","محمد الصگر للحلاقة الرجالية","","","","","","Baghdad","بغداد","shop","beauty","شارع المصرف, Baghdad","Baghdad","http://ppoorcomet@gmail.com","ppoorcomet@gmail.com","","","","33.319219","44.318944","","OpenStreetMap"
"IQ013883","عالم الالبسه التركيه","عالم الالبسه التركيه","","","","","Baghdad","بغداد","shop","clothes","شارع الربيع, Baghdad","Baghdad","","","","","","33.320999","44.324017","","OpenStreetMap"
"IQ013903","حبايبنا بيع العاب الاطفال","","","","","","Baghdad","بغداد","shop","convenience","بغداد","بغداد","","","","","","33.3195","44.324139","","OpenStreetMap"
"IQ013909","قاعة حي العدل","قاعة حي العدل","Al-Adel Hall","","","","Baghdad","بغداد","shop","sports","حي العدل, Baghdad","Baghdad","","aadill639@gmail.com","","","","33.33239","44.302646","","OpenStreetMap"
"IQ013923","شركة ندى البيضاء","شركة ندى البيضاء","حي الجامعه","حي الجامعه","","","Baghdad","بغداد","shop","furniture","حي الجامعه, Baghdad","Baghdad","","","","","","33.328244","44.324968","","OpenStreetMap"
"IQ013947","سوبر ماركت الربيع","سوبر ماركت الربيع","Super Market AlRabee","","","","Baghdad","بغداد","shop","supermarket","الربيع, Baghdad","Baghdad","","","","","","33.332","44.3251","","OpenStreetMap"
"IQ013948","شركة الدولي باناسونيك","شركة الدولي باناسونيك","","","","","Baghdad","بغداد","shop","electronics","الربيع, Baghdad","Baghdad","http://www.panasonic-iq.com/","","","","","33.3313","44.325","","OpenStreetMap"
"IQ013949","ازياء الونا","ازياء الونا","","","","","Baghdad","بغداد","shop","clothes","الربيع, Baghdad","Baghdad","","","","","","33.3327","44.325","","OpenStreetMap"
"IQ013958","اسواق نور الحسين","","","","","","Baghdad","بغداد","shop","convenience","بغداد","بغداد","","","","","","33.333944","44.322861","","OpenStreetMap"
"IQ013972","شركة مستقبل التكنولوجيا","شركة مستقبل التكنولوجيا","","","","","Baghdad","بغداد","shop","electronics","14 Ramadan ST., Baghdad","Baghdad","https://futuretech-iq.com/","info@futuretech-iq.com","","","","33.31034","44.339627","","OpenStreetMap"
"IQ013974","حلويات ابو عفيف","حلويات ابو عفيف","","","","","Baghdad","بغداد","shop","confectionery","شارع 14 رمضان, بغداد","بغداد","","","https://www.facebook.com/pg/abuafifsweets/about/?ref=page_internal","","","33.315056","44.338269","","OpenStreetMap"
"IQ013977","مكتب اطلس كلوبال للطيران","مكتب اطلس كلوبال للطيران","atlas global office","","","","Baghdad","بغداد","shop","ticket","شارع 14 رمضان, Baghdad","Baghdad","","","","","","33.309614","44.339788","","OpenStreetMap"
"IQ013978","سوبرماركت وان وان","سوبرماركت وان وان","Supermarket one one","","","","Baghdad","بغداد","shop","supermarket","شارع الخارجية, Baghdad","Baghdad","","","","","","33.310143","44.335803","","OpenStreetMap"
"IQ013981","شركة اطلس كلوبال للطيران مكتب المبيعات","شركة اطلس كلوبال للطيران مكتب المبيعات","atlasglobal airline sales office","","","","Baghdad","بغداد","shop","travel_agency","شارع 14 رمضان, Baghdad","Baghdad","https://www.atlasglb.com/","res.kk@worldgate-iq.com","","","","33.309695","44.339711","","OpenStreetMap"
"IQ013986","شركة الجديد للمقاولات والتجارة العامة","","","","","","Baghdad","بغداد","shop","lighting","شارع 14 رمضان, بغداد","بغداد","https://www.jadeed.iq/","info@jadeed.iq","","","","33.312045","44.339098","","OpenStreetMap"
"IQ013988","أسواق ملك الجبس","","","","","","Baghdad","بغداد","shop","convenience","بغداد","بغداد","","","","","","33.311722","44.339111","","OpenStreetMap"
"IQ014004","خدمات عمر لأكسسوارت السيارات","خدمات عمر لأكسسوارت السيارات","Omar for car’s accessories","","","","Baghdad","بغداد","shop","car_parts","شارع 14 رمضان, Baghdad","Baghdad","https://www.facebook.com/omar.accar/","ok6_2006@yahoo.com","","","","33.317011","44.332352","","OpenStreetMap"
"IQ014007","Evolve company","","","","","","Baghdad","بغداد","shop","kitchen","الداوودي, بغداد","بغداد","","","","","","33.318478","44.330624","","OpenStreetMap"
"IQ014010","سيد الساعات","سيد الساعات","Mr. Watch","","","","Baghdad","بغداد","shop","watches","Baghdad","Baghdad","","","","","","33.31791","44.340884","","OpenStreetMap"
"IQ014012","T mobile صيانة هواتف نقالة","T mobile صيانة هواتف نقالة","","","","","Baghdad","بغداد","shop","mobile_phone","شارع 14 رمضان, Baghdad","Baghdad","","","","","","33.319093","44.337759","","OpenStreetMap"
"IQ014015","افران الرباط","افران الرباط","","","","","Baghdad","بغداد","shop","confectionery","شارع 14 رمضان, Baghdad","Baghdad","","","","","","33.317283","44.337813","","OpenStreetMap"
"IQ014021","البحراني للهواتف النقالة","البحراني للهواتف النقالة","","","","","Baghdad","بغداد","shop","electronics","شارع 14 رمضان, Baghdad","Baghdad","","","","","","33.319","44.3384","","OpenStreetMap"
"IQ014022","شركة راس البر /كانون فرع المنصور","شركة راس البر /كانون فرع المنصور","Ras El Bar / Canon Inc. Mansur Branch","","","","Baghdad","بغداد","shop","electronics","المنصور, Baghdad","Baghdad","","","","","","33.31831","44.340364","","OpenStreetMap"
"IQ014024","مجوهرات ذهبچي","مجوهرات ذهبچي","","","","","Baghdad","بغداد","shop","jewelry","بغداد","بغداد","","","https://ar-ar.facebook.com/thahbchi/","","","33.318064","44.340753","","OpenStreetMap"
"IQ014025","كليوباترا بيوتي سنتر","كليوباترا بيوتي سنتر","Cleopatra beauty center","","","","Baghdad","بغداد","shop","cosmetics","شارع 14 رمضان, Baghdad","Baghdad","http://www.cleopatra1.net","celopatra.group@gmail.com","","","","33.315601","44.338293","","OpenStreetMap"
"IQ014032","كاربون","","Carbon store","","","","Baghdad","بغداد","shop","clothes","شارع المنصور, Baghdad","Baghdad","","","https://www.facebook.com/carboniq/","","","33.318257","44.340624","","OpenStreetMap"
"IQ014041","ذو القلم","","","","","","Baghdad","بغداد","shop","stationery","Baghdad","Baghdad","","","","","","33.320025","44.341653","","OpenStreetMap"
"IQ014063","شركة نجم الهاني للسفر و السياحة","","","","","","Baghdad","بغداد","shop","travel_agency","شارع المنصور, Baghdad","Baghdad","","","","","","33.318255","44.341032","","OpenStreetMap"
"IQ014108","مرکز ريفورما للتجميل","مرکز ريفورما للتجميل","","","","","Baghdad","بغداد","shop","cosmetics","609-1, حي المنصور","حي المنصور","","mohammed.alakidi5757@gmail.com","","","","33.309598","44.341776","","OpenStreetMap"
"IQ014114","حلويات الخاصكي","حلويات الخاصكي","alkhassaki sweets","","","","Baghdad","بغداد","shop","confectionery","Al-Mansour Street, Baghdad","Baghdad","https://www.alkhassaki.com/","","","","","33.317222","44.346792","","OpenStreetMap"
"IQ014117","مكتب الرافدين","","","","","","Baghdad","بغداد","shop","travel_agency","شارع المنصور, بغداد","بغداد","","majeed.salah85@gmail.com","","","","33.317669","44.34774","","OpenStreetMap"
"IQ014123","أسواق عثمان","أسواق عثمان","","","","","Baghdad","بغداد","shop","convenience","Baghdad","Baghdad","","","","","","33.32003","44.342153","","OpenStreetMap"
"IQ014129","صالون كرم مراد للسيدات","صالون كرم مراد للسيدات","Karam Murad","","","","Baghdad","بغداد","shop","hairdresser","Baghdad","Baghdad","","safakaram1998@gmail.com","https://www.facebook.com/KaramKMurad/","https://www.instagram.com/salon.karam.murad/","","33.317987","44.343531","","OpenStreetMap"
"IQ014160","زيرو للالكترونيات","زيرو للالكترونيات","Zero elctronic","","","","Baghdad","بغداد","shop","computer","Al-Mansour Street, Baghdad","Baghdad","","","","","","33.31641","44.35308","","OpenStreetMap"
"IQ014170","اوسكار","اوسكار","Oscar For Videogames","","","","Baghdad","بغداد","shop","electronics","شارع الأميرات, Baghdad","Baghdad","","","","","","33.316459","44.353425","","OpenStreetMap"
"IQ014171","الجزيرة للستلايت","","aljazeera 4 satellite","","","","Baghdad","بغداد","shop","electronics","Al-Mansour Street, Baghdad","Baghdad","","malbakri74@yahoo.com","","","","33.317858","44.353121","","OpenStreetMap"
"IQ014177","شركة حلوين .com لكامرات المراقبة فرع المنصور","","","helween .com","","","Baghdad","بغداد","shop","electronics","شارع المنصور, Baghdad","Baghdad","","","","","","33.317476","44.349182","","OpenStreetMap"
"IQ014181","اي لاهوي مول المنصور","","","","","","Baghdad","بغداد","shop","gift","baghdad","baghdad","","","https://web.facebook.com/Ilahuiiraq","https://www.instagram.com/ilahui_home/","","33.320583","44.353286","","OpenStreetMap"
"IQ014183","صالة العاب بلاك نيتوورك","","BLACK NETWORK","","","","Baghdad","بغداد","shop","video_games","حي المتنبي محلة 605, Baghdad","Baghdad","","","","","","33.321671","44.351112","","OpenStreetMap"
"IQ014184","بغداد للمعدات البحرية","بغداد للمعدات البحرية","","","","","Baghdad","بغداد","shop","Marine Supply Store","Al-Mansour Street, بغداد","بغداد","https://www.baghdadmarine.com/","","","","","33.317151","44.351686","","OpenStreetMap"
"IQ014186","أزياء العلوچي للقياسات الخاصة","","Alalwchy fashion almansoor","","","","Baghdad","بغداد","shop","clothes","شارع احمد عرابي, Baghdad","Baghdad","http://Alawchefashion@gmail.com","Alawchefashion@gmail.com","","","","33.318804","44.354326","","OpenStreetMap"
"IQ014238","اسماك المحيط (اسماك الفاو البحرية) المنصور","","Ocean fish (fresh fish)","","","","Baghdad","بغداد","shop","seafood","شارع الدور السود, Baghdad","Baghdad","","","","","","33.325332","44.331888","","OpenStreetMap"
"IQ014239","ماركت ماكدونالد","","","","","","Baghdad","بغداد","shop","convenience","بغداد","بغداد","","","","","","33.325333","44.330194","","OpenStreetMap"
"IQ014247","تجهيزات الشمري الغذائية","تجهيزات الشمري الغذائية","","","","","Baghdad","بغداد","shop","supermarket","Baghdad","Baghdad","","","","","","33.322385","44.338007","","OpenStreetMap"
"IQ014248","مركز صيانة وقطع غيار","مركز صيانة وقطع غيار","MOBIS","","","","Baghdad","بغداد","shop","car_repair","شارع ابو جعفر المنصور مقابل مدرسة الانتفاضة او مطعم زرزور, Baghdad","Baghdad","http://www.facebook.com","parts.mobis@hotmail.com","","","","33.32533","44.341467","","OpenStreetMap"
"IQ014251","الجبال وكيل شركة سامسونج للموبايل","الجبال وكيل شركة سامسونج للموبايل","Jibal Samsung Mansur","","","","Baghdad","بغداد","shop","mobile_phone","شارع 14 رمضان, Baghdad","Baghdad","https://jibalmobile.com/Default.aspx?page=article&id=819&l=2","","","","","33.323361","44.338054","","OpenStreetMap"
"IQ014253","شركة الرزان","شركة الرزان","","","","","Baghdad","بغداد","shop","travel_agency","شارع 14 رمضان, Baghdad","Baghdad","","","","","","33.325467","44.339168","","OpenStreetMap"
"IQ014280","أسواق 14 رمضان","","","","","","Baghdad","بغداد","shop","convenience","بغداد","بغداد","","","","","","33.323739","44.338769","","OpenStreetMap"
"IQ014290","اسواق النوارس","","","","","","Baghdad","بغداد","shop","convenience","بغداد","بغداد","","","","","","33.333556","44.334806","","OpenStreetMap"
"IQ014300","مجمع السرى للالبسة","مجمع السرى للالبسة","Secret compound for clothing","","","","Baghdad","بغداد","shop","clothes","شارع 14 رمضان, Baghdad","Baghdad","","","","","","33.330877","44.3383","","OpenStreetMap"
"IQ014306","مركز اللمسة الذكية للهواتف والحاسبات","","smart toch center","","","","Baghdad","بغداد","shop","electronics","شارع 14 رمضان, Baghdad","Baghdad","","","","","","33.333386","44.336147","","OpenStreetMap"
"IQ014317","مركز صيانة السيارات GPM","مركز صيانة السيارات GPM","","","","","Baghdad","بغداد","shop","car_repair","المنصور, Baghdad","Baghdad","","","","","","33.325304","44.346043","","OpenStreetMap"
"IQ014318","الامير للستائر و الاثاث","الامير للستائر و الاثاث","alameer for curtains & furniture","","","","Baghdad","بغداد","shop","furniture","المنصور, Baghdad","Baghdad","https://alameer.co/","","","","","33.324645","44.348174","","OpenStreetMap"
"IQ014319","شنايزر لكماليات السيارات","شنايزر لكماليات السيارات","","","","","Baghdad","بغداد","shop","car","المنصور, Baghdad","Baghdad","","","","","","33.324746","44.344521","","OpenStreetMap"
"IQ014320","كرفت","كرفت","Creavit bathroom","","","","Baghdad","بغداد","shop","furniture","Baghdad","Baghdad","","","","","","33.325423","44.342714","","OpenStreetMap"
"IQ014321","الحلواني للحلويات","الحلواني للحلويات","Halawany.Sweets","","","","Baghdad","بغداد","shop","supermarket","Baghdad","Baghdad","http://facebook.com/Halawany.Sweets","","","","","33.32465","44.347664","","OpenStreetMap"
"IQ014325","حلاقة سبيشل للرجال","","","الكوافير محمد المميز","","","Baghdad","بغداد","shop","hairdresser","شارع ابوجعفر المنصور مقابل مطعم زرزور, Baghdad","Baghdad","","","","","","33.325411","44.342928","","OpenStreetMap"
"IQ014331","سوبر ماركت الطيار","","","","","","Baghdad","بغداد","shop","supermarket","بغداد","بغداد","","","","","","33.324972","44.347528","","OpenStreetMap"
"IQ014338","فراشات آرت للمواد المنزلية","فراشات آرت للمواد المنزلية","Frashat Art","","","","Baghdad","بغداد","shop","convenience","Baghdad","Baghdad","","","","","","33.324223","44.353243","","OpenStreetMap"
"IQ014339","مكوى الرداء الابيض","مكوى الرداء الابيض","","","","","Baghdad","بغداد","shop","laundry","شارع احمد عرابي, Baghdad","Baghdad","","","","","","33.321811","44.353941","","OpenStreetMap"
"IQ014359","محلات الحمد للزجاج","محلات الحمد للزجاج","","","","","Baghdad","بغداد","shop","convenience","Baghdad","Baghdad","","","","","","33.3293","44.3479","","OpenStreetMap"
"IQ014364","ملابس رجالي","","","","","","Baghdad","بغداد","shop","clothes","سوق مفتن, Baghdad","Baghdad","","h_iraqaqum@yahoo.com","","","","33.331885","44.345217","","OpenStreetMap"
"IQ014366","شركة زت ستور للاستثمار وتسويق المنتجات عبر الانترنيت","","","","","","Baghdad","بغداد","shop","department_store","Hayy Al Aarabi, Baghdad","Baghdad","http://www zstore13.com","z.store.online.13@gmail.com","","","","33.329667","44.347582","","OpenStreetMap"
"IQ014374","شركة اضواءبغداد للموادالعزل الفلين والفوم","شركة اضواءبغداد للموادالعزل الفلين والفوم","","","","","Baghdad","بغداد","shop","convenience","Baghdad","Baghdad","","","","","","33.329392","44.348391","","OpenStreetMap"
"IQ014377","الكنك للموبايل","","","","","","Baghdad","بغداد","shop","mobile_phone","بغداد","بغداد","","","","","","33.3305","44.349611","","OpenStreetMap"
"IQ014378","بركة الرحمن","","","","","","Baghdad","بغداد","shop","convenience","بغداد","بغداد","","","","","","33.329778","44.353417","","OpenStreetMap"
"IQ014397","مركز MTX","","","","","","Baghdad","بغداد","shop","mobile_phone","شارع زين العابدين ابو السايدين, Baghdad","Baghdad","","","","","","33.342904","44.315687","","OpenStreetMap"
"IQ014405","الحوم ومشويات زرزور","الحوم ومشويات زرزور","","","","","Baghdad","بغداد","shop","butcher","شارع الربيعي, Baghdad","Baghdad","","","","","","33.348835","44.312045","","OpenStreetMap"
"IQ014410","فون برو للموبايل والانترنت","","Phone Pro","","","","Baghdad","بغداد","shop","mobile_phone","شارع الثانية الرئيسي, Baghdad","Baghdad","","ehab.cis@gmail.com","","","","33.353651","44.311513","","OpenStreetMap"
"IQ014412","مركز ميثم للموبايل","","","","","","Baghdad","بغداد","shop","mobile_phone","بغداد","بغداد","","","","","","33.348167","44.3105","","OpenStreetMap"
"IQ014422","حلاقة الدبلوماسي","حلاقة الدبلوماسي","barber al-dblomasy","","","","Baghdad","بغداد","shop","cosmetics","al-hrea, Baghdad","Baghdad","","asaadiq88@yahoo.com","","","","33.360953","44.312683","","OpenStreetMap"
"IQ014425","المصطفى للادوات","المصطفى للادوات","almostafa for tools","","","","Baghdad","بغداد","shop","hardware","شارع ابو جفات, Baghdad","Baghdad","","","","","","33.361016","44.312818","","OpenStreetMap"
"IQ014430","أسواق ابو اركان","","","","","","Baghdad","بغداد","shop","supermarket","الحرية الثالثة-ابو چفات, Baghdad","Baghdad","","","","","","33.358018","44.312547","","OpenStreetMap"
"IQ014431","مكتبة السجاد 1","","","","","","Baghdad","بغداد","shop","stationery","بغداد","بغداد","","","","","","33.358361","44.308972","","OpenStreetMap"
"IQ014432","اسواق حسوني","","","","","","Baghdad","بغداد","shop","convenience","بغداد","بغداد","","","","","","33.360111","44.313222","","OpenStreetMap"
"IQ014433","قصر فيتنام للمنظفات المنزليه","قصر فيتنام للمنظفات المنزليه","","","","","Baghdad","بغداد","shop","department_store","سوق الثانيه, Baghdad","Baghdad","","","","","","33.35444","44.319008","","OpenStreetMap"
"IQ014437","عدي للموبايل","","Oday For Mobile & Net","","","","Baghdad","بغداد","shop","mobile_phone","شارع الحرية الرئيسي, Baghdad","Baghdad","","","","","","33.354376","44.320089","","OpenStreetMap"
"IQ014441","اسواق الحسن","","","","","","Baghdad","بغداد","shop","convenience","بغداد","بغداد","","","","","","33.354","44.3155","","OpenStreetMap"
"IQ014452","الفراشة لصيانة الموبايل","الفراشة لصيانة الموبايل","alfrasha phone fixer","","","","Baghdad","بغداد","shop","mobile_phone","شارع العيادة, Baghdad","Baghdad","","feqar_frasha@yahoo.com","","","","33.353892","44.324476","","OpenStreetMap"
"IQ014454","مكتب المصطفى للقرطاسيه والخطوط","","","","","","Baghdad","بغداد","shop","stationery","بغداد الحرية الاولى شارع المشتل, Baghdad","Baghdad","","","","","","33.351114","44.325776","","OpenStreetMap"
"IQ014459","مكتبة الانيق","","","","","","Baghdad","بغداد","shop","stationery","بغداد","بغداد","","","","","","33.352694","44.324667","","OpenStreetMap"
"IQ014465","ازياء امير ومهند","","","","","","Baghdad","بغداد","shop","clothes","Baghdad","Baghdad","","","","","","33.354815","44.318731","","OpenStreetMap"
"IQ014466","اسواق الباشا","","","","","","Baghdad","بغداد","shop","convenience","بغداد","بغداد","","","","","","33.358389","44.31675","","OpenStreetMap"
"IQ014467","اسواق امير حمودي","","","","","","Baghdad","بغداد","shop","convenience","بغداد","بغداد","","","","","","33.359611","44.315889","","OpenStreetMap"
