"name","phone","governorate","category","address"
,"9647981284850","anbar","clothing_store",
,"9647154481076","anbar","university",
,"9647274195733","anbar","university",
,"9647750740475","anbar","university",
,"9647901143609","anbar","university",
,"9647285340309","anbar","university",
,"9647389817211","anbar","university",
,"9647576569963","anbar","university",
,"9647688909217","anbar","university",
,"9647233437730","anbar","university",
,"9647931140668","anbar","university",
,"9647392823616","anbar","university",
,"9647992172222","anbar","university",
,"9647672949462","anbar","university",
,"9647677872206","anbar","university",
,"9647571691490","anbar","mobile_shop",
,"9647989966811","anbar","mobile_shop",
,"9647257156565","anbar","cinema",
,"9647344935763","anbar","cinema",
,"9647989782362","anbar","cinema",
,"9647161458606","anbar","cinema",
,"9647281769443","anbar","cinema",
,"9647777233428","anbar","cinema",
,"9647953794489","anbar","cinema",
,"9647106541497","anbar","cinema",
,"9647201191267","anbar","cinema",
,"9647650252237","anbar","cinema",
,"9647173103172","anbar","cinema",
,"9647607595733","anbar","cinema",
,"9647609803542","anbar","cinema",
,"9647419253552","anbar","cinema",
,"9647779596567","anbar","cinema",
,"9647161125336","anbar","cinema",
,"9647444476068","anbar","cinema",
,"9647785798264","anbar","cinema",
,"9647487377332","anbar","cinema",
,"9647696930753","anbar","cinema",
,"9647794182627","anbar","cinema",
,"9647941985682","anbar","cinema",
,"9647438754566","anbar","other",
,"9647539427333","anbar","other",
,"9647916655389","anbar","other",
,"9647807556010","anbar","other",
,"9647820050612","anbar","other",
,"9647891243402","anbar","other",
,"9647123787542","anbar","other",
,"9647658342741","anbar","other",
,"9647817850278","anbar","other",
,"9647943946434","anbar","furniture",
,"9647417570602","anbar","furniture",
,"9647705632005","anbar","furniture",
,"9647772670295","anbar","furniture",
,"9647783977627","anbar","furniture",
,"9647702685542","anbar","furniture",
,"9647128349067","anbar","gym",
,"9647217998556","anbar","gym",
,"9647588391337","anbar","gym",
,"9647887544735","anbar","gym",
,"9647981128611","anbar","gym",
,"9647451573295","anbar","gym",
,"9647500433274","anbar","gym",
,"9647840496340","anbar","gym",
,"9647184693407","anbar","hospital",
,"9647632892210","anbar","hospital",
,"9647298623377","anbar","hospital",
,"9647769947579","anbar","hospital",
,"9647910721442","anbar","hospital",
,"9647392401768","anbar","hospital",
,"9647884503277","anbar","hospital",
,"9647923679665","anbar","hospital",
,"9647560938852","anbar","travel_agency",
,"9647619285688","anbar","travel_agency",
,"9647986656070","anbar","travel_agency",
,"9647565992176","anbar","travel_agency",
,"9647813331430","anbar","travel_agency",
,"9647795461291","anbar","other",
,"9647920149065","anbar","other",
,"9647276545670","anbar","other",
,"9647494003584","anbar","other",
,"9647157247232","anbar","other",
,"9647634550983","anbar","other",
,"9647245886696","anbar","pharmacy",
,"9647421910222","anbar","pharmacy",
,"9647634939772","anbar","pharmacy",
,"9647307993009","anbar","pharmacy",
,"9647878302105","anbar","pharmacy",
,"9647343351496","anbar","pharmacy",
,"9647752933707","anbar","real_estate",
,"9647768514872","anbar","real_estate",
,"9647887854048","anbar","real_estate",
,"9647998868004","anbar","real_estate",
,"9647129716590","anbar","real_estate",
,"9647250157518","anbar","real_estate",
,"9647850475994","anbar","real_estate",
,"9647856464944","anbar","real_estate",
,"9647125400866","anbar","real_estate",
,"9647304070783","anbar","real_estate",
,"9647396129675","anbar","real_estate",
,"9647477693949","anbar","real_estate",
,"9647347823037","anbar","real_estate",
,"9647581607668","anbar","real_estate",
,"9647297555658","anbar","restaurant",
,"9647407343157","anbar","restaurant",
,"9647814904458","anbar","restaurant",
,"9647834371704","anbar","restaurant",
,"9647383597650","anbar","restaurant",
,"9647861379581","anbar","restaurant",
,"9647635930848","anbar","restaurant",
,"9647520146575","anbar","restaurant",
,"9647194108352","anbar","restaurant",
,"9647892516200","anbar","restaurant",
,"9647705059748","anbar","university",
,"9647878660160","anbar","university",
,"9647280223934","anbar","university",
,"9647377358754","anbar","university",
,"9647516687141","anbar","university",
,"9647529842808","anbar","university",
,"9647581877157","anbar","university",
,"9647659879955","anbar","university",
,"9647673418597","anbar","university",
,"9647620779296","anbar","university",
,"9647704509763","anbar","university",
,"9647161783711","anbar","university",
,"9647709663042","anbar","university",
,"9647143098106","anbar","other",
,"9647185480340","anbar","other",
,"9647220780139","anbar","other",
,"9647276558799","anbar","other",
,"9647694155967","anbar","other",
,"9647972817557","anbar","other",
,"9647990254463","anbar","other",
,"9647275820447","anbar","other",
,"9647292063029","anbar","supermarket",
,"9647559138860","anbar","supermarket",
,"9647748384152","anbar","supermarket",
,"9647526824903","anbar","supermarket",
,"9647604538948","anbar","supermarket",
,"9647825198789","anbar","supermarket",
,"9647990636436","anbar","supermarket",
,"9647206107759","anbar","supermarket",
,"9647767240271","anbar","supermarket",
,"9647810549761","anbar","supermarket",
,"9647709614452","anbar","supermarket",
,"9647842515934","anbar","supermarket",
,"9647165892475","anbar","supermarket",
,"9647743611988","anbar","supermarket",
,"9647565448058","anbar","travel_agency",
,"9647966371338","anbar","travel_agency",
,"9647536247562","anbar","travel_agency",
,"9647649335151","anbar","travel_agency",
,"9647832122325","anbar","travel_agency",
,"9647682541858","anbar","travel_agency",
,"9647818558456","anbar","travel_agency",
,"9647538311652","anbar","travel_agency",
,"9647100131083","anbar","university",
,"9647554661139","anbar","university",
,"9647849295583","anbar","university",
,"9647938423439","anbar","university",
,"9647734237848","babil","salon",
,"9647783416998","babil","salon",
,"9647731091403","babil","salon",
,"9647962459358","babil","salon",
,"9647819062582","babil","construction_company",
,"9647877173603","babil","construction_company",
,"9647966604687","babil","construction_company",
,"9647743967735","babil","construction_company",
,"9647775637830","babil","university",
,"9647981416562","babil","university",
,"9647711237900","babil","university",
,"9647907391877","babil","university",
,"9647759006116","babil","mobile_shop",
,"9647799416818","babil","mobile_shop",
,"9647953556896","babil","mobile_shop",
,"9647754739062","babil","gym",
,"9647924948291","babil","gym",
,"9647808416296","babil","gym",
,"9647864719031","babil","gym",
,"9647858245401","babil","clinic",
,"9647972775310","babil","clinic",
,"9647845179524","babil","clinic",
,"9647924666891","babil","clinic",
,"9647762617883","babil","clinic",
,"9647931093440","babil","clinic",
,"9647889219100","babil","hotel",
,"9647863156838","babil","hotel",
,"9647881155737","babil","hotel",
,"9647728849153","babil","hotel",
,"9647893720110","babil","hotel",
,"9647913981423","babil","software_company",
,"9647724817080","babil","real_estate",
,"9647889880966","babil","real_estate",
,"9647975172771","babil","real_estate",
,"9647901670088","babil","restaurant",
,"9647987701218","babil","restaurant",
,"9647956831673","babil","restaurant",
,"9647976012768","babil","restaurant",
,"9647805566088","babil","restaurant",
,"9647988488412","babil","restaurant",
,"9647991506153","babil","restaurant",
,"9647715413236","babil","restaurant",
,"9647373309966","babil","bank",
,"9647985076418","babil","bank",
,"9647147186586","babil","bank",
,"9647202575569","babil","bank",
,"9647314552243","babil","bank",
,"9647896787662","babil","bank",
,"9647274721209","babil","bank",
,"9647716085479","babil","bank",
,"9647217242744","babil","bank",
,"9647843118682","babil","bank",
,"9647317350041","babil","bank",
,"9647854448661","babil","bank",
,"9647440113536","babil","bank",
,"9647204883054","babil","bank",
,"9647161330037","babil","bank",
,"9647975269555","babil","bank",
,"9647188363928","babil","salon",
,"9647383275589","babil","salon",
,"9647772455496","babil","salon",
,"9647477157734","babil","salon",
,"9647879654585","babil","salon",
,"9647136099572","babil","salon",
,"9647949041918","babil","salon",
,"9647298581943","babil","salon",
,"9647788475610","babil","salon",
,"9647164392574","babil","cafe_bakery",
,"9647660139446","babil","cafe_bakery",
,"9647744629517","babil","cafe_bakery",
,"9647773667947","babil","cafe_bakery",
,"9647862689014","babil","cafe_bakery",
,"9647114697834","babil","cafe_bakery",
,"9647389955984","babil","cafe_bakery",
,"9647562754146","babil","cafe_bakery",
,"9647552564121","babil","cafe_bakery",
,"9647255315246","babil","clinic",
,"9647251207658","babil","clinic",
,"9647428588120","babil","clinic",
,"9647632695670","babil","clinic",
,"9647521165104","babil","clinic",
,"9647948674448","babil","clinic",
,"9647954990378","babil","clinic",
,"9647641473101","babil","clinic",
,"9647642264346","babil","clothing_store",
,"9647840087951","babil","clothing_store",
,"9647117458477","babil","clothing_store",
,"9647587635469","babil","clothing_store",
,"9647977774955","babil","clothing_store",
,"9647410354967","babil","clothing_store",
,"9647464256404","babil","clothing_store",
,"9647717068845","babil","clothing_store",
,"9647248817216","babil","clothing_store",
,"9647317273592","babil","clothing_store",
,"9647681601399","babil","clothing_store",
,"9647564094870","babil","clothing_store",
,"9647888538451","babil","clothing_store",
,"9647150454327","babil","university",
,"9647583154518","babil","university",
,"9647871886507","babil","university",
,"9647289314573","babil","university",
,"9647485706980","babil","university",
,"9647714293921","babil","university",
,"9647522161753","babil","university",
,"9647218319980","babil","university",
,"9647928795994","babil","university",
,"9647649906551","babil","mobile_shop",
,"9647163278845","babil","mobile_shop",
,"9647215379458","babil","mobile_shop",
,"9647528722504","babil","mobile_shop",
,"9647690142399","babil","mobile_shop",
,"9647736301837","babil","mobile_shop",
,"9647862610595","babil","mobile_shop",
,"9647177536875","babil","mobile_shop",
,"9647256943254","babil","mobile_shop",
,"9647150653064","babil","mobile_shop",
,"9647225351774","babil","mobile_shop",
,"9647238993299","babil","cinema",
,"9647293677030","babil","cinema",
,"9647333497685","babil","cinema",
,"9647247508414","babil","cinema",
,"9647306337066","babil","cinema",
,"9647103436001","babil","cinema",
,"9647204203358","babil","cinema",
,"9647804594352","babil","cinema",
,"9647483440749","babil","cinema",
,"9647668955619","babil","cinema",
,"9647123569153","babil","cinema",
,"9647582708898","babil","cinema",
,"9647224974202","babil","cinema",
,"9647347925109","babil","cinema",
,"9647408984234","babil","cinema",
,"9647274367726","babil","cinema",
,"9647358432398","babil","other",
,"9647519737845","babil","other",
,"9647807585648","babil","other",
,"9647842960553","babil","other",
,"9647268117127","babil","other",
,"9647363998928","babil","other",
,"9647613034751","babil","other",
,"9647891754749","babil","other",
,"9647395257931","babil","other",
,"9647563119046","babil","other",
,"9647738728143","babil","other",
,"9647308644156","babil","other",
,"9647464764122","babil","other",
,"9647615082418","babil","other",
,"9647708524280","babil","other",
,"9647306670764","babil","furniture",
,"9647805999428","babil","furniture",
,"9647240549829","babil","furniture",
,"9647734062988","babil","furniture",
,"9647631018377","babil","furniture",
,"9647778774361","babil","furniture",
,"9647796800101","babil","furniture",
,"9647753594369","babil","gym",
,"9647916785590","babil","gym",
,"9647244899864","babil","gym",
,"9647563727456","babil","gym",
,"9647778699745","babil","gym",
,"9647344830797","babil","gym",
,"9647656545022","babil","gym",
,"9647344030680","babil","hospital",
,"9647445646591","babil","hospital",
,"9647693918212","babil","hospital",
,"9647398160456","babil","hospital",
,"9647852352082","babil","hospital",
,"9647983804595","babil","hospital",
,"9647332151015","babil","hospital",
,"9647562804792","babil","hospital",
,"9647719067918","babil","hospital",
,"9647853976298","babil","hospital",
,"9647123895070","babil","hospital",
,"9647353163571","babil","hospital",
,"9647646013831","babil","travel_agency",
,"9647672416098","babil","travel_agency",
,"9647902337336","babil","travel_agency",
,"9647986604419","babil","travel_agency",
,"9647153956246","babil","travel_agency",
,"9647407007791","babil","travel_agency",
,"9647502737544","babil","travel_agency",
,"9647567056609","babil","travel_agency",
,"9647835676911","babil","travel_agency",
,"9647227577211","babil","travel_agency",
,"9647567023473","babil","travel_agency",
,"9647243402229","babil","other",
,"9647435570796","babil","other",
,"9647167637006","babil","other",
,"9647261892835","babil","other",
,"9647347860348","babil","other",
,"9647495056651","babil","other",
,"9647830205172","babil","other",
,"9647147324539","babil","pharmacy",
,"9647320514235","babil","pharmacy",
,"9647718826473","babil","pharmacy",
,"9647303468977","babil","pharmacy",
,"9647409678640","babil","pharmacy",
,"9647935523247","babil","pharmacy",
,"9647146654934","babil","pharmacy",
,"9647375097692","babil","pharmacy",
,"9647832983983","babil","pharmacy",
,"9647775034475","babil","pharmacy",
,"9647905166774","babil","pharmacy",
,"9647537212196","babil","real_estate",
,"9647758446551","babil","real_estate",
,"9647157631749","babil","real_estate",
,"9647485678877","babil","real_estate",
,"9647526893481","babil","real_estate",
,"9647588140196","babil","real_estate",
,"9647594395790","babil","restaurant",
,"9647653143598","babil","restaurant",
,"9647664486475","babil","restaurant",
,"9647949820796","babil","restaurant",
,"9647249733949","babil","restaurant",
,"9647258538062","babil","restaurant",
,"9647478142722","babil","restaurant",
,"9647639387734","babil","restaurant",
,"9647361180031","babil","restaurant",
,"9647882750190","babil","restaurant",
,"9647143867892","babil","university",
,"9647412654667","babil","university",
,"9647315825847","babil","university",
,"9647440535373","babil","university",
,"9647467254695","babil","university",
,"9647934879443","babil","university",
,"9647356300967","babil","university",
,"9647589601349","babil","university",
,"9647129859088","babil","other",
,"9647894361472","babil","other",
,"9647200517076","babil","other",
,"9647282351072","babil","other",
,"9647417897243","babil","other",
,"9647783740813","babil","other",
,"9647257470116","babil","supermarket",
,"9647587512073","babil","supermarket",
,"9647362605211","babil","supermarket",
,"9647801148485","babil","supermarket",
,"9647808054736","babil","supermarket",
,"9647458820717","babil","supermarket",
,"9647674665209","babil","supermarket",
,"9647616543129","babil","supermarket",
,"9647147546293","babil","travel_agency",
,"9647275308295","babil","travel_agency",
,"9647920763702","babil","travel_agency",
,"9647724963206","babil","travel_agency",
,"9647980749664","babil","travel_agency",
,"9647188380337","babil","travel_agency",
,"9647442424456","babil","travel_agency",
,"9647122182871","babil","university",
,"9647414934531","babil","university",
,"9647480604902","babil","university",
,"9647712108371","babil","university",
,"9647763620111","babil","university",
,"9647833623300","babil","university",
,"9647541992861","babil","university",
,"9647676076529","babil","university",
,"9647653987286","babil","university",
,"9647869205494","baghdad","salon",
,"9647878503180","baghdad","salon",
,"9647896192478","baghdad","salon",
,"9647972348454","baghdad","construction_company",
,"9647974862732","baghdad","construction_company",
,"9647962519270","baghdad","construction_company",
,"9647983533001","baghdad","construction_company",
,"9647913939071","baghdad","construction_company",
,"9647777804091","baghdad","university",
,"9647811411291","baghdad","university",
,"9647971018669","baghdad","university",
,"9647772398449","baghdad","mobile_shop",
,"9647842125421","baghdad","mobile_shop",
,"9647941945868","baghdad","mobile_shop",
,"9647827651384","baghdad","mobile_shop",
,"9647915541839","baghdad","gym",
,"9647725662601","baghdad","gym",
,"9647736691241","baghdad","gym",
,"9647945552626","baghdad","gym",
,"9647701995386","baghdad","clinic",
,"9647913785529","baghdad","clinic",
,"9647714752593","baghdad","clinic",
,"9647918258157","baghdad","clinic",
,"9647713637048","baghdad","hotel",
,"9647817939613","baghdad","hotel",
,"9647858448502","baghdad","hotel",
,"9647704413300","baghdad","hotel",
,"9647994291785","baghdad","software_company",
,"9647908208149","baghdad","real_estate",
,"9647964495198","baghdad","real_estate",
,"9647986268855","baghdad","real_estate",
,"9647943407554","baghdad","real_estate",
,"9647998268674","baghdad","real_estate",
,"9647765156203","baghdad","restaurant",
,"9647967505388","baghdad","restaurant",
,"9647863510132","baghdad","restaurant",
,"9647823222876","baghdad","restaurant",
,"9647929458311","baghdad","restaurant",
,"9647778652405","baghdad","restaurant",
,"9647701105398","baghdad","restaurant",
,"9647725221327","baghdad","restaurant",
,"9647901912338","baghdad","other",
,"9647714479430","baghdad","other",
,"9647422082336","baghdad","bank",
,"9647570127952","baghdad","bank",
,"9647683186490","baghdad","bank",
,"9647520522798","baghdad","bank",
,"9647734079960","baghdad","bank",
,"9647878776188","baghdad","bank",
,"9647824546801","baghdad","bank",
,"9647877347002","baghdad","bank",
,"9647930532354","baghdad","bank",
,"9647851487189","baghdad","bank",
,"9647920560586","baghdad","bank",
,"9647971286493","baghdad","bank",
,"9647355794925","baghdad","bank",
,"9647626555059","baghdad","bank",
,"9647654452273","baghdad","bank",
,"9647698179967","baghdad","bank",
,"9647373626492","baghdad","bank",
,"9647574001357","baghdad","bank",
,"9647678258684","baghdad","bank",
,"9647770962109","baghdad","bank",
,"9647155803673","baghdad","bank",
,"9647276030095","baghdad","bank",
,"9647616649269","baghdad","bank",
,"9647273953583","baghdad","bank",
,"9647571921411","baghdad","bank",
,"9647693584131","baghdad","bank",
,"9647100134149","baghdad","salon",
,"9647143826669","baghdad","salon",
,"9647848056749","baghdad","salon",
,"9647857182164","baghdad","salon",
,"9647187008920","baghdad","salon",
,"9647262679989","baghdad","salon",
,"9647400417083","baghdad","salon",
,"9647274102053","baghdad","salon",
,"9647421622931","baghdad","cafe_bakery",
,"9647930369069","baghdad","cafe_bakery",
,"9647400296776","baghdad","cafe_bakery",
,"9647516056624","baghdad","cafe_bakery",
,"9647858776292","baghdad","cafe_bakery",
,"9647105747022","baghdad","cafe_bakery",
,"9647917416632","baghdad","cafe_bakery",
,"9647967754827","baghdad","cafe_bakery",
,"9647505740883","baghdad","cafe_bakery",
,"9647101060555","baghdad","clinic",
,"9647399468781","baghdad","clinic",
,"9647747029051","baghdad","clinic",
,"9647857742892","baghdad","clinic",
,"9647115518416","baghdad","clinic",
,"9647613564315","baghdad","clinic",
,"9647699114173","baghdad","clinic",
,"9647241178540","baghdad","clinic",
,"9647258799598","baghdad","clinic",
,"9647674573310","baghdad","clinic",
,"9647773401068","baghdad","clinic",
,"9647950368223","baghdad","clinic",
,"9647214866774","baghdad","clothing_store",
,"9647304215333","baghdad","clothing_store",
,"9647583900788","baghdad","clothing_store",
,"9647131532485","baghdad","clothing_store",
,"9647729404688","baghdad","clothing_store",
,"9647168810177","baghdad","clothing_store",
,"9647674663160","baghdad","clothing_store",
,"9647909754205","baghdad","clothing_store",
,"9647129645959","baghdad","university",
,"9647227655420","baghdad","university",
,"9647382341812","baghdad","university",
,"9647750454545","baghdad","university",
,"9647771093383","baghdad","university",
,"9647882360625","baghdad","university",
,"9647220672656","baghdad","university",
,"9647983441822","baghdad","university",
,"9647790977014","baghdad","university",
,"9647473091963","baghdad","mobile_shop",
,"9647878370905","baghdad","mobile_shop",
,"9647301644010","baghdad","mobile_shop",
,"9647509024589","baghdad","mobile_shop",
,"9647846587545","baghdad","mobile_shop",
,"9647239100701","baghdad","mobile_shop",
,"9647219594002","baghdad","mobile_shop",
,"9647744639261","baghdad","mobile_shop",
,"9647119721893","baghdad","cinema",
,"9647658459234","baghdad","cinema",
,"9647313382054","baghdad","cinema",
,"9647656696369","baghdad","cinema",
,"9647724297816","baghdad","cinema",
,"9647401016113","baghdad","cinema",
,"9647423891204","baghdad","cinema",
,"9647272588479","baghdad","cinema",
,"9647588099963","baghdad","cinema",
,"9647487950053","baghdad","cinema",
,"9647515237444","baghdad","cinema",
,"9647658733399","baghdad","cinema",
,"9647186858142","baghdad","other",
,"9647241453688","baghdad","other",
,"9647803484671","baghdad","other",
,"9647866581772","baghdad","other",
,"9647181503666","baghdad","other",
,"9647380731120","baghdad","other",
,"9647225688064","baghdad","other",
,"9647821216715","baghdad","other",
,"9647505676678","baghdad","furniture",
,"9647973422537","baghdad","furniture",
,"9647198440478","baghdad","furniture",
,"9647526301791","baghdad","furniture",
,"9647884494786","baghdad","furniture",
,"9647144493080","baghdad","furniture",
,"9647731529037","baghdad","furniture",
,"9647263816394","baghdad","furniture",
,"9647677890747","baghdad","furniture",
,"9647921812293","baghdad","gym",
,"9647229757813","baghdad","gym",
,"9647489578488","baghdad","gym",
,"9647886382578","baghdad","gym",
,"9647511379338","baghdad","gym",
,"9647877897343","baghdad","gym",
,"9647450466000","baghdad","hospital",
,"9647551746170","baghdad","hospital",
,"9647247827381","baghdad","hospital",
,"9647385105702","baghdad","hospital",
,"9647140644779","baghdad","hospital",
,"9647245277966","baghdad","hospital",
,"9647231464779","baghdad","hospital",
,"9647106277017","baghdad","travel_agency",
,"9647152162184","baghdad","travel_agency",
,"9647878815917","baghdad","travel_agency",
,"9647936077274","baghdad","travel_agency",
,"9647160014467","baghdad","travel_agency",
,"9647106635329","baghdad","travel_agency",
,"9647132524803","baghdad","travel_agency",
,"9647133156789","baghdad","travel_agency",
,"9647311322215","baghdad","other",
,"9647553790015","baghdad","other",
,"9647591911050","baghdad","other",
,"9647106173327","baghdad","other",
,"9647192139305","baghdad","other",
,"9647801311717","baghdad","other",
,"9647130640649","baghdad","other",
,"9647243478765","baghdad","other",
,"9647193764998","baghdad","other",
,"9647800700516","baghdad","other",
,"9647735707000","baghdad","other",
,"9647804015300","baghdad","other",
,"9647479897159","baghdad","pharmacy",
,"9647820048500","baghdad","pharmacy",
,"9647830656244","baghdad","pharmacy",
,"9647366205420","baghdad","pharmacy",
,"9647494545055","baghdad","pharmacy",
,"9647701104504","baghdad","pharmacy",
,"9647724280665","baghdad","pharmacy",
,"9647857881481","baghdad","pharmacy",
,"9647888099435","baghdad","pharmacy",
,"9647239495092","baghdad","real_estate",
,"9647583660707","baghdad","real_estate",
,"9647855074202","baghdad","real_estate",
,"9647250319098","baghdad","real_estate",
,"9647415482674","baghdad","real_estate",
,"9647330962305","baghdad","restaurant",
,"9647597168384","baghdad","restaurant",
,"9647880744766","baghdad","restaurant",
,"9647917426510","baghdad","restaurant",
,"9647338056140","baghdad","restaurant",
,"9647953686326","baghdad","restaurant",
,"9647574755025","baghdad","restaurant",
,"9647887317081","baghdad","restaurant",
,"9647965574807","baghdad","restaurant",
,"9647760682646","baghdad","university",
,"9647154078742","baghdad","university",
,"9647794417653","baghdad","university",
,"9647322596695","baghdad","university",
,"9647641049590","baghdad","university",
,"9647633902615","baghdad","university",
,"9647279805545","baghdad","other",
,"9647394112827","baghdad","other",
,"9647428700093","baghdad","other",
,"9647239479568","baghdad","other",
,"9647317561162","baghdad","other",
,"9647986941721","baghdad","other",
,"9647225728526","baghdad","other",
,"9647982598073","baghdad","other",
,"9647127811791","baghdad","other",
,"9647727355463","baghdad","mall",
,"9647152282045","baghdad","supermarket",
,"9647458059859","baghdad","supermarket",
,"9647600794303","baghdad","supermarket",
,"9647387612377","baghdad","supermarket",
,"9647809679948","baghdad","supermarket",
,"9647929340172","baghdad","supermarket",
,"9647752215558","baghdad","supermarket",
,"9647936049768","baghdad","supermarket",
,"9647229025333","baghdad","travel_agency",
,"9647305753730","baghdad","travel_agency",
,"9647986570673","baghdad","travel_agency",
,"9647622157324","baghdad","travel_agency",
,"9647987518887","baghdad","travel_agency",
,"9647833526262","baghdad","travel_agency",
,"9647261299363","baghdad","travel_agency",
,"9647921931223","baghdad","travel_agency",
,"9647952604395","baghdad","travel_agency",
,"9647544755156","baghdad","university",
,"9647922320022","baghdad","university",
,"9647511238663","baghdad","university",
,"9647603255059","baghdad","university",
,"9647804499797","baghdad","university",
,"9647653920744","baghdad","university",
,"9647748138567","baghdad","university",
,"9647421374715","baghdad","university",
,"9647621116656","baghdad","university",
,"9647815800240","basra","salon",
,"9647927526126","basra","salon",
,"9647737029323","basra","salon",
,"9647853245227","basra","salon",
,"9647938111706","basra","salon",
,"9647906979717","basra","construction_company",
,"9647762244884","basra","construction_company",
,"9647802229208","basra","construction_company",
,"9647853912983","basra","university",
,"9647725796940","basra","university",
,"9647768414401","basra","university",
,"9647842704453","basra","university",
,"9647764709983","basra","mobile_shop",
,"9647895065270","basra","mobile_shop",
,"9647836655765","basra","mobile_shop",
,"9647989439860","basra","mobile_shop",
,"9647855619692","basra","gym",
,"9647982014825","basra","gym",
,"9647961029845","basra","gym",
,"9647788478872","basra","gym",
